value_make,value_model,value_variant,value_year,value_petrol,value_transmission,value_mileage,value_first_owner,itemPrice,itemTitle,itemDescriptionContent,locality,district,State
Hyundai,Santa Fe,2WD MT,2011.0,Diesel,Manual,100000,Second,540000,Skoda Superb 2010,"contact more details
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: White
Air Conditioning: Automatic Climate Control
USB Compatibility: Yes
Aux Compatibility: Yes
Anti Theft Device: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Parking Sensors: Yes
Flood Affected: No
Rear Window Wiper: Yes
Power Windows: Front & rear
Warranty: Yes
Vehicle Certified: Yes
Engine Capacity/Displacement (in Cc): 2000
Fog Lamps: Yes
Navigation System: Yes
Interior color: Black
Adjustable External Mirror: Power
Exchange: Yes
Type of Car: MUV
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: July
Bluetooth: Yes
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 2 airbags",Chennai Central, Chennai, Tamil Nadu
Ford,Figo,2010-2012 Diesel EXI,2012.0,Diesel,Manual,73000,Second,255000,Ford figo well maintain good condition,"Ford Figo 1.4 EXI 2012 model owner 02
Ac power steering front power window center lock touch screen system
reverse camera loan will be arranged
ADDITIONAL VEHICLE INFORMATION:
Insurance: Yes
Color: Grey
Air Conditioning: With Heater
USB Compatibility: Yes
Aux Compatibility: Yes
Anti Theft Device: Yes
Registration Place: TN
AM/FM Radio: Yes
Power Windows: Front
Fog Lamps: Yes
Display Screen: Yes
Interior color: Grey
Finance: Yes
Adjustable External Mirror: Manual
Type of Car: Hatchback
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Make Month: September
Bluetooth: Yes
Lock System: Remote Controlled Central
Number of Airbags: None",Ram Nagar, Madurai, Tamil Nadu
Ford,Fiesta,2004-2010 1.4 TDCi EXI,2006.0,Diesel,,100000,Third,135000,"Ford Fiesta EXi 1.4 TDCi, 2007, Diesel",ADDITIONAL VEHICLE INFORMATION:,Karisalkulam, Madurai, Tamil Nadu
Maruti Suzuki,Ciaz,Zeta,2017.0,Petrol,Automatic,44100,First,800000,Maruti Suzuki Ciaz 2017 Petrol Top End Well Maintained,"Well maintained vehicle good condition
ADDITIONAL VEHICLE INFORMATION:
Color: Blue
Type of Car: Sedans
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: April",Nungambakkam, Chennai, Tamil Nadu
Volkswagen,Jetta,2.0L TDI Highline AT,2009.0,Diesel,Automatic,87000,Third,400000,"Volkswagen Jetta Comfortline 1.9 TDI Automatic, 2009, Diesel",gud looking,Bhima Nagar, Tiruchirappalli, Tamil Nadu
Maruti Suzuki,Ciaz,2014-2017 ZDi SHVS,2017.0,Diesel,Manual,35000,First,595000,Gt. Hyundai New car selling best offer price,"Model: zdi
Reg: TN47
Owner :single
Insurance :nil",Annamalai Nagar, Tiruchirappalli, Tamil Nadu
Tata,Venture,EX,2015.0,Diesel,Manual,16000,First,248000,"Tata Others, 2015, Diesel","Tata Ventre car good condition , new Tyre , chill ac , show room condition, fc insurance tax nil , intrest person chat me.",Trichy City, Tiruchirappalli, Tamil Nadu
Ford,Figo,Duratorq EXI 1.4,2013.0,Diesel,Manual,110000,Second,160000,Ford Fiesta diesel 80490 Kms 2008 year,"No insurance
Power window
Ac
Power steering
Center lock",ESI Nagar, Madurai, Tamil Nadu
Volkswagen,Vento,2010-2013 Diesel Highline,2014.0,Diesel,Manual,112000,Second,475000,Very well maintained Vento single owner VW,"ADDITIONAL VEHICLE INFORMATION:
Color: Silver
USB Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Automatic Boot: Yes
Flood Affected: No
Rear Window Wiper: Yes
Power Windows: Front & rear
Warranty: Yes
Vehicle Certified: Yes
Interior color: Beige
Finance: Yes
Adjustable External Mirror: Manual
Exchange: Yes
Type of Car: Sedans
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: July
Bluetooth: Yes
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 2 airbags",Chennai Central, Chennai, Tamil Nadu
Chevrolet,Tavera,Tavera Elite LS - B3 10-Seater - BS III,2008.0,Diesel,Manual,160000,Third,340000,"Toyota Qualis FS B3, 2004, Diesel","2008 model davera 3rd owner Ls alrt Lt all good condition
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: Silver
Air Conditioning: With Heater
USB Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Flood Affected: No
Power Windows: Front
Vehicle Certified: No
Engine Capacity/Displacement (in Cc): 1900
Interior color: Grey
Exchange: Yes
Type of Car: SUV
Battery Condition: New
Insurance Type: No Insurance
Condition: New
Power steering: Yes
Make Month: August
Tyre Condition: New",Palanganatham, Madurai, Tamil Nadu
Fiat,Others,,1994.0,Diesel,Manual,55000,Third,95000,Hindustan Motors Ambassador 2010 Diesel Good Condition,"good luck good Condition
ADDITIONAL VEHICLE INFORMATION:
Tyre Condition: New
Accidental: Yes
Flood Affected: Yes
Type of Car: Sedans
Insurance Type: Comprehensive
Registration Place: TN
Vehicle Certified: Yes
Make Month: August
Service History: Available
Battery Condition: New
Color: White
Insurance: Yes
Registration Transfer: Yes
Condition: New",Kambarasampettai, Tiruchirappalli, Tamil Nadu
Maruti Suzuki,Swift,2004-2010 VDI BSIV W ABS,2009.0,Diesel,Manual,90000,Second,325000,"Mahindra Scorpio LX BS-IV, 2006, Diesel","Good condition
ADDITIONAL VEHICLE INFORMATION:
Color: Red
Air Conditioning: With Heater
USB Compatibility: Yes
Aux Compatibility: Yes
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Flood Affected: No
Power Windows: Front & rear
Type of Car: Hatchback
Insurance Type: No Insurance
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
Make Month: June
Bluetooth: Yes
Alloy Wheels: Yes",Periyar, Madurai, Tamil Nadu
Chevrolet,Enjoy,2013-2015 TCDi LS 8 Seater,2015.0,Diesel,Manual,115000,First,250000,"Tata Manza Aura (ABS), Quadrajet BS-III, 2010, Diesel","Chevrolet Enjoy 2015 Model , AC, Roof AC Power Steering , Power Window Centre Lock , Tyre 80%, 2 Year FC , 12 Months Insurance. Running 1,15,000 Kms. location . Madurai. Palnganatham . Rate : 2,80,000",SS Colony, Madurai, Tamil Nadu
Maruti Suzuki,Omni,LPG BS-IV,2012.0,LPG,Manual,30000,Third,175000,"Hyundai Santro Xing GLS LPG, 2010, LPG",Super engine good milage,Rajiv Gandhi Nagar, Tiruchirappalli, Tamil Nadu
Maruti Suzuki,Alto 800,Others,2020.0,Petrol,Manual,200,First,295000,"Maruti Suzuki Alto 800 Vxi, 2016, Petrol",New Brand Car for Sale,Thousand Lights, Chennai, Tamil Nadu
Hyundai,Santro Xing,GLS,2010.0,Petrol,Manual,60000,First,255000,"Hyundai Santro Xing GLS, 2012, Petrol","ADDITIONAL VEHICLE INFORMATION:
Color: Silver
Type of Car: Hatchback
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: December",Nungambakkam, Chennai, Tamil Nadu
Skoda,Octavia,2000-2010 Rider Classic 1.9 TDI,2008.0,Diesel,Manual,160000,Third,225000,"Ford Fiesta ZXi 1.4 TDCi, 2009, Diesel",Car is great condition and well maintained urgent sale recently spent 50000 fully perfect condition exchange welcome,Trichy City, Tiruchirappalli, Tamil Nadu
Mahindra,,,2010.0,,,1,,650000,"Recently fc done , insurance done all tyres",Mahindra tourister,Park Town Kalyana Puram, Chennai, Tamil Nadu
Mitsubishi,Lancer,1.5 GLXi,2004.0,Petrol,Manual,145000,First,160000,Ford Fiesta diesel 80490 Kms 2008 year,"Single owner
Chill AC
Insurance current
Fc current
Alloy wheels
Engine In good condition",Anna Nagar, Madurai, Tamil Nadu
Hyundai,Xcent,,2014.0,Petrol,,43000,,425000,"Honda Amaze 1.2 SMT I VTEC, 2014, Petrol","ADDITIONAL VEHICLE INFORMATION:
Type of Car: Sedans
Registration Place: TN
Insurance Type: Comprehensive
Transmission: Manual
Make Month: June
Color: White
Condition: Used
No. of Owners: First
Variant: Xcent S 1.2",Nungambakkam, Chennai, Tamil Nadu
Maruti Suzuki,Swift,2011-2014 ZDi,2014.0,Diesel,Manual,36450,,450000,"Maruti Suzuki Swift VDi, 2014, Diesel","vehicles good condition- reference no :oeprukrwafrhamhjaxnentrgrzh1qt09
ADDITIONAL VEHICLE INFORMATION:
Color: Silver
Insurance Type: No Insurance
Make Month: July",Senthaneerpuram, Tiruchirappalli, Tamil Nadu
Honda,City,,2014.0,Diesel,Manual,132411,,485000,"Honda City 1.5 V Manual, 2011, Petrol","good condition vechile- reference no :tflxnmn2yvpwtg1ddk85c0e4cfdzzz09
ADDITIONAL VEHICLE INFORMATION:
Color: Silver
Insurance Type: No Insurance
Make Month: April",Senthaneerpuram, Tiruchirappalli, Tamil Nadu
Tata,Indica V2 Turbo,Others,2008.0,Diesel,Manual,29000,Third,140000,Tata Indica Vista 2009 Diesel Well Maintained,"Tata indica 2008 model Third owner car is very good condition,madurai central RDO,good tyres,power window,new battery,music player ,well maintained",Thandai Periyar Nagar, Avaniapuram, Tamil Nadu
Ford,Fiesta,1.5 TDCi Titanium,2008.0,Diesel,Manual,76000,First,190000,"Ford Figo FIGO 1.2P TITANIUM, 2011, Diesel","ADDITIONAL VEHICLE INFORMATION:
Insurance: Yes
Color: Silver
Air Conditioning: Automatic Climate Control
Aux Compatibility: Yes
Service History: Available
Anti Theft Device: Yes
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Flood Affected: No
Power Windows: Front & rear
Vehicle Certified: Yes
Engine Capacity/Displacement (in Cc): 1400.0
Fog Lamps: Yes
Adjustable External Mirror: Power
Exchange: Yes
Type of Car: Sedans
Battery Condition: New
Insurance Type: No Insurance
Condition: Used
ABS: Yes
Power steering: Yes
Adjustable Steering: Yes
Make Month: July
Bluetooth: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 2 airbags",Nungambakkam, Chennai, Tamil Nadu
Tata,Indica V2,,2016.0,,,5000,,65000,Ford Ikon 2000 Petrol 28000 Km Driven,"Used cars Buying T Board Own Board any Model Any Make Any Condition Buying Spot Cash
ADDITIONAL VEHICLE INFORMATION:",Tondiarpet, Chennai, Tamil Nadu
Maruti Suzuki,Swift,2011-2014 VDI,2008.0,Diesel,Manual,85000,Second,325000,"Mahindra Scorpio LX BS-IV, 2006, Diesel","FINAL RS. 2,50,000/-
ADDITIONAL VEHICLE INFORMATION:
Make Month: March
Color: Grey
Type of Car: Sedans
Insurance Type: Comprehensive
Condition: Used
Registration Place: TN
Power steering: Yes
Bluetooth: Yes
AM/FM Radio: Yes
USB Compatibility: Yes
Battery Condition: New
Tyre Condition: New
Service History: Available
Vehicle Certified: Yes
Flood Affected: No
Accidental: No
Insurance: Yes
Finance: Yes
Exchange: Yes",Villapuram, Madurai, Tamil Nadu
Tata,Safari Storme,EX,2014.0,Diesel,Manual,91500,First,725000,Xuv 500 - 2012,"Safari storme light used car.single owner,4 new tyres,good condition,one year full insurance, company service..",Raja Colony, Tiruchirappalli, Tamil Nadu
Hyundai,Verna,Fluidic 1.6 CRDi SX,2011.0,Diesel,Manual,77126,Second,530000,"Hyundai Verna Fluidic 1.6 VTVT SX Opt, 2012, Petrol","CONTACT : A.R. MANI VANNAN ADDRESS : No 3/7 ganesan street , sammandanar nagar , pammal , chennai-75 .LANDMARK : aravind sai eye hospital , pammal main road , well maintained , engine in good condition , power steering , power window , central locking , INSURANCE CURRENT , FINANCE ARRANGEMENT , PARKING SALE IS AVAILABLE , TOPEND .
ADDITIONAL VEHICLE INFORMATION:
Color: White
Insurance Type: No Insurance
Condition: Used
Registration Place: TN
Power steering: Yes
Automatic Boot: Yes
Power Windows: Front & rear
Fog Lamps: Yes
Alloy Wheels: Yes
Display Screen: Yes
AM/FM Radio: Yes
USB Compatibility: Yes
Aux Compatibility: Yes
ABS: Yes
Rear Parking Camera: Yes
Parking Sensors: Yes
Lock System: Central
Number of Airbags: 2 airbags
Battery Condition: New
Service History: Available
Vehicle Certified: Yes
Flood Affected: No
Accidental: No",Chennai Central, Chennai, Tamil Nadu
Tata,Winger,Platinum BSIV,2011.0,Diesel,Manual,68000,Fourth,390000,"Tata Sumo Gold EX BS IV, 2014, Diesel","Pure ownbord
Millage city highway 12 to 15
DoubleAc chill cooling
Power steering
push back sheet
New wood mat
rear camera
touch set
always good condition
2 new tyres
2tyre50%
Model
November 2011
Insurance live2021
rs 300000
money urgent
q q seven, six nine 3 two 1 0 eight",Managiri KK Nagar, Madurai, Tamil Nadu
Honda,City ZX,EXi,2005.0,Petrol,Manual,78000,First,225000,"Ford Fiesta ZXi 1.4 TDCi, 2009, Diesel","ADDITIONAL VEHICLE INFORMATION:
Color: Champagne
Type of Car: Sedans
Registration Place: TN
Insurance Type: No Insurance
Condition: Used
Make Month: June",Thillai Nagar, Tiruchirappalli, Tamil Nadu
Honda,Jazz,1.5 VX i DTEC,2016.0,Diesel,Manual,52000,First,780000,"Ford Ecosport EcoSport Titanium 1.5 TDCi (Opt), 2016, Diesel","Honda Jazz 50000 km Diesel Manual Transmission VX Top End Model Magic Seats ( VX Only) LED Taillamps 7” DVD Touch Screen music system with Dolby Digital Audio Auto Climatronic AC Electronically foldable sideview Mirrors Reverse Camera with Reverse Sensors Insurance upto June 2021 Fancy Number 7779 Neat interiors Fully company maintenance
ADDITIONAL VEHICLE INFORMATION:
Make Month: June
Color: White
Type of Car: Hatchback
Insurance Type: Comprehensive
Condition: New
Registration Place: TN
Engine Capacity/Displacement (in Cc): 1500
Power steering: Yes
Adjustable Steering: Yes
Air Conditioning: Automatic Climate Control
Power Windows: Front & rear
Fog Lamps: Yes
Alloy Wheels: Yes
Rear Window Wiper: Yes
Adjustable External Mirror: Power
Display Screen: Yes
Bluetooth: Yes
AM/FM Radio: Yes
USB Compatibility: Yes
Aux Compatibility: Yes
Interior color: Grey
ABS: Yes
Anti Theft Device: Yes
Rear Parking Camera: Yes
Parking Sensors: Yes
Lock System: Remote Controlled Central
Number of Airbags: 2 airbags
Battery Condition: New
Tyre Condition: New
Service History: Available
Vehicle Certified: Yes
Flood Affected: No
Accidental: No
Registration Transfer: Yes
Insurance: Yes
Finance: Yes
Exchange: Yes",SS Colony, Madurai, Tamil Nadu
Hyundai,Santro Xing,XE,2007.0,Petrol,Automatic,50000,First,145000,Sale My Blacky,Trichy City,Anna Nagar Near Trichy City, Tiruchirappalli, Tamil Nadu
Maruti Suzuki,Wagon R 1.0,1.0 Vxi ABS-Airbag,2014.0,Petrol,Manual,80000,First,385000,2015 Hyundai I10 petrol 36000 Kms,"very good condition.
upto date
company service record
ADDITIONAL VEHICLE INFORMATION:
Color: Grey
USB Compatibility: Yes
Aux Compatibility: Yes
Anti Theft Device: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Rear Parking Camera: Yes
Rear Window Wiper: Yes
Fog Lamps: Yes
Display Screen: Yes
Type of Car: Hatchback
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
ABS: Yes
Make Month: August
Bluetooth: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 1 airbag",Ellis Nagar, Madurai, Tamil Nadu
Maruti Suzuki,Eeco,,2013.0,Petrol,,58000,,290000,"Maruti Suzuki Eeco 7 STR, 2011, Petrol","ADDITIONAL VEHICLE INFORMATION:
Variant: Eeco 5 STR WITH A/C+HTR
Make Month: January
No. of Owners: Third
Color: Silver
Transmission: Manual
Insurance Type: Comprehensive
Condition: Used
Registration Place: TN
Bluetooth: Yes
AM/FM Radio: Yes
USB Compatibility: Yes
Battery Condition: New
Tyre Condition: New
Service History: Available
Vehicle Certified: Yes
Flood Affected: No
Accidental: No
Insurance: Yes
Finance: Yes
Exchange: Yes",Villapuram, Madurai, Tamil Nadu
Tata,Nano GenX,XE,2009.0,Petrol,Manual,47302,Fourth,110000,Indica DLS,"Nano 2009
4 owner
Insurance Current
Power window
Tyre & Ac Good Condition
Audio Set
Sound Horn",Palakkarai, Tiruchirappalli, Tamil Nadu
Renault,KWID,1.0 RXT AMT Opt,2017.0,Petrol,Automatic,65000,First,395000,"Renault Kwid, 2017, Petrol","ADDITIONAL VEHICLE INFORMATION:
Color: White
USB Compatibility: Yes
Aux Compatibility: Yes
Registration Place: TN
AM/FM Radio: Yes
Power Windows: Front & rear
Fog Lamps: Yes
Display Screen: Yes
Navigation System: Yes
Type of Car: Hatchback
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: November
Bluetooth: Yes
Lock System: Remote Controlled Central
Number of Airbags: 1 airbag",Nungambakkam, Chennai, Tamil Nadu
Maruti Suzuki,Versa,Others,2003.0,Petrol,Manual,100000,Fourth,150000,"Maruti Suzuki Versa DX2 5 STR BS-III, 2006, Petrol",Very good condition,Nehru Nagar, Madurai, Tamil Nadu
Maruti Suzuki,Swift,2011-2014 ZDi,2018.0,Diesel,Manual,24000,First,775000,"Maruti Suzuki Swift ZXi, 2018, Petrol","ADDITIONAL VEHICLE INFORMATION:
Color: Blue
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Automatic Boot: Yes
Rear Parking Camera: Yes
Parking Sensors: Yes
Flood Affected: No
Rear Window Wiper: Yes
Power Windows: Front & rear
Warranty: Yes
Vehicle Certified: Yes
Display Screen: Yes
Interior color: Beige
Finance: Yes
Adjustable External Mirror: Power
Exchange: Yes
Type of Car: Hatchback
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: March
Bluetooth: Yes
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 2 airbags",Chennai Central, Chennai, Tamil Nadu
Hyundai,EON,Magna + LPG,2014.0,LPG,Manual,75000,Second,240000,Chevrolet Beat LT- Top model full company maintenance,"ADDITIONAL VEHICLE INFORMATION:
Color: Grey
Air Conditioning: With Heater
Type of Car: Hatchback
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Power Windows: Front & rear
Make Month: June",Thillai Nagar, Tiruchirappalli, Tamil Nadu
BMW,3 Series,,2011.0,Diesel,Automatic,95000,Second,840000,"BMW 3 Series 325i Sedan, 2008, Petrol","2011 BMW 320D LUXURY LINE
Second owner
Insurance till feb 2020
Airbags
Second owner
95000 Kms
Fancy number
Steering mounted controls
Sunroof
Price 9.90 lakhs",Kilpauk, Chennai, Tamil Nadu
Maruti Suzuki,Swift Dzire Tour,LDI,2016.0,Diesel,Manual,88000,Second,255000,Ford figo well maintain good condition,No fc and ins,Vilacheri Bit 1, Madurai, Tamil Nadu
Maruti Suzuki,Ertiga,2012-2015 VDI,2014.0,Diesel,Manual,95000,First,585000,"Toyota Innova 2.5 V 7 STR, 2007, Diesel","*ERTIGA VDI *2013 MANF 2014 REG *SINGLE OWNER *MUSIC SYSTEM *ONE YEAR INSURANCE *ROOF CARRER *ABS *USB *AUX *AM* FM *Carz4U 150 Jawaharlal Nehru Salai, 100 Feet Road, Arumbakkam Metro Station Downstairs, Choolaimedu Chennai-600094. (LAND MARK: Near by Arumbakkam metro railway station, metro pillar no:109) Why you should BUY the car at CARZ4U? Carz4u is a multi brand Pre-owned cars genuine dealer in Chennai. •We have 13 years experience in used car field. •1 year warranty for road side assistance all over Tamil Nadu •CARZ4U vehicle was checked by Authorized Service Centre. •Before delivery you can check with Authorized service centre. •We have Good & Experienced vehicle checking team. •Documentation is Crystal clear. •Quick process for Loan rate of interest (9% to 10%).
ADDITIONAL VEHICLE INFORMATION:
Make Month: May
Color: Red
Type of Car: MUV
Insurance Type: Comprehensive
Condition: Used
Registration Place: TN
Power steering: Yes
Adjustable Steering: Yes
Air Conditioning: With Heater
Power Windows: Front & rear
Fog Lamps: Yes
Rear Window Wiper: Yes
Adjustable External Mirror: Power
Bluetooth: Yes
AM/FM Radio: Yes
Aux Compatibility: Yes
Interior color: Other
ABS: Yes
Lock System: Remote Controlled Central
Number of Airbags: None
Battery Condition: Old
Tyre Condition: Old
Service History: Available
Vehicle Certified: Yes
Flood Affected: No
Accidental: No
Registration Transfer: Yes
Insurance: Yes
Finance: Yes
Exchange: Yes",Royapettah, Chennai, Tamil Nadu
