link,value_make,value_model,value_variant,value_year,value_petrol,value_transmission,value_mileage,value_first_owner,itemPrice,itemTitle,itemLocation,itemDescriptionContent
"https://www.olx.in/item/maruti-suzuki-ritz-ldi-bs-iv-2016-diesel-iid-1591359772
",Maruti Suzuki,Ritz,Ldi BS-IV,2016,Diesel,Manual,"96,500 km",First,"₹ 2,60,000","Maruti Suzuki Ritz Ldi BS-IV, 2016, Diesel","Perambur, Chennai, Tamil Nadu","t surrender singilowner
ADDITIONAL VEHICLE INFORMATION:
Type of Car: Luxury
Insurance Type: Comprehensive
Registration Place: TN
Make Month: October
Color: White
Condition: Used"
"https://www.olx.in/item/hyundai-santro-xing-fc-2025-insurance-2021-good-condition-iid-1592111268
",Hyundai,Santro Xing,XG,1999,Petrol,Manual,"105,000 km",Second,"₹ 1,15,000",Chevrolet Spark 2008 Petrol Well Maintained,"HMS Colony, Madurai, Tamil Nadu","Santro 99 model Smart card RC Fc up to june 2025, insurance up to june 2021. car good condition,Fixed price please avoid low bargainers and dealers."
"https://www.olx.in/item/hyundai-santro-xing-gl-plus-2009-petrol-iid-1585873722
",Hyundai,Santro Xing,GL Plus,2009,Petrol,Manual,"75,000 km",Second,"₹ 1,85,000","Santo xing 2009,GL,N.white,1owner,57600kms,all new tyres,Remote lock.","Nungambakkam, Chennai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Color: Red
Type of Car: Hatchback
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: November"
"https://www.olx.in/item/maruti-suzuki-800-1992-petrol-75000-km-driven-iid-1592485164
",Maruti Suzuki,800,DX,1992,Petrol,Manual,"75,000 km",Second,"₹ 56,000","Hyundai Santro, 2001, Petrol","Lakshmipuram, Madurai, Tamil Nadu",Car very good condition AC music system new mobile charging point new 5 new tyre insurance new FC current extra light fixed full body new looking super duper car
"https://www.olx.in/item/toyota-land-cruiser-prado-vx-2001-diesel-iid-1583732720
",Toyota,Land Cruiser Prado,Land Cruiser Prado VX,2001,Diesel,Automatic,"125,000 km",First,"₹ 7,00,000","Toyota Land Cruiser Prado VX, 2001, Diesel","Palanganatham, Madurai, Tamil Nadu","BABA CARS MADURAI,
2001 TOYOTA PRADO TZ,
SINGLE OWNER,
KM 1,28,000 DRIVEN,
3 LITRE ENGINE,
AUTOMATIC 4 SPEED TRANSMISSION 4x4,
AUTO DIFFERTIONAL LOCKING SYSTEM,
HILL ASSIST CONTROL,
AUTO IDLING SYSTEM,
CLIMATIC CONTROL A/C,
FRONT AND REAR AIRBAG WITH ABS,
SUNROOF,
AFTER MARKET HEAD LIGHTS WITH PROJECTOR,
IRONMAN SUSPENSION,
BRAND NEW TYRES,
ALL PAPERS ARE CURRENT FOR 5 YEARS,
GOOD CONDITION MUSCLE SUV
Exchange facilities available,
interested buyers
(Press Call button)
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Color: Silver
Air Conditioning: Automatic Climate Control
USB Compatibility: Yes
Aux Compatibility: Yes
Anti Theft Device: Yes
Service History: Not Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Parking Sensors: Yes
Flood Affected: No
Rear Window Wiper: Yes
Cruise Control: Yes
Power Windows: Front & rear
Vehicle Certified: Yes
Engine Capacity/Displacement (in Cc): 3000
Fog Lamps: Yes
Interior color: Beige
Adjustable External Mirror: Power
Exchange: Yes
Type of Car: SUV
Battery Condition: New
Insurance Type: Third Party
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: November
Bluetooth: Yes
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Sunroof: Yes
Tyre Condition: New
Number of Airbags: 2 airbags"
"https://www.olx.in/item/honda-city-zx-zx-gxi-2006-petrol-iid-1581537749
",Honda,City ZX,GXi,2006,Petrol,Manual,"137,000 km",First,"₹ 1,95,000","Honda City Zx ZX GXi, 2007, Petrol","Nungambakkam, Chennai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Color: Black
Type of Car: Sedans
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: November"
"https://www.olx.in/item/toyota-innova-2015-diesel-good-condition-iid-1575818505
",Toyota,Innova,2.5 VX (Diesel) 7 Seater BS IV,2015,Diesel,Manual,"159,000 km",Third,"₹ 11,00,000","Toyota Innova 2.0 V, 2011, Diesel","Kamaraj Nagar, Tiruchirappalli, Tamil Nadu","Innova V type
2015
3 owner
Insurance nil
Ac
Power steering
Power windows
ABS breaking system
Touch screen
Reverse camera
All tyres good condition
Back AC
Leather seat cover
No accidents
No replacement
Place Trichy Ariyamangalam Relianace market nearby
Price negotiable"
"https://www.olx.in/item/chevrolet-tavera-elite-lt-l1-9-seater-bs-iii-2006-diesel-iid-1592302105
",Chevrolet,Tavera,2003-2007 LT L1 9 Seats BSIII,2006,Diesel,Manual,"147,554 km",Third,"₹ 3,40,000","Toyota Qualis FS B3, 2004, Diesel","Goripalayam, Madurai, Tamil Nadu","seeman cars
ff road Goripalayam
madurai
ADDITIONAL VEHICLE INFORMATION:
Color: Black
Type of Car: SUV
Registration Place: TN
Insurance Type: No Insurance
Condition: Used
Power Windows: Front & rear
Make Month: May"
"https://www.olx.in/item/hyundai-grand-i-10-2015-diesel-iid-1559268813
",Hyundai,Grand I 10,-1,2015.0,Diesel,-1,"46,000 km",-1,"₹ 4,35,000","Hyundai Grand I 10, 2016, Petrol","Nungambakkam, Chennai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Color: Other
Navigation System: Yes
No. of Owners: Third
Type of Car: Hatchback
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Transmission: Manual
Power steering: Yes
Make Month: May
Alloy Wheels: Yes
Fog Lamps: Yes"
"https://www.olx.in/item/maruti-suzuki-ertiga-zdi-2013-diesel-iid-1592731868
",Maruti Suzuki,Ertiga,2012-2015 ZDI,2013,Diesel,Manual,"155,000 km",Second,"₹ 7,00,000",Maruti Suzuki Baleno 2019 Petrol face lift Version Well Maintained,"Chellapan Nagar, Pudukkottai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Color: Blue
Air Conditioning: Automatic Climate Control
USB Compatibility: Yes
Registration Place: TN
AM/FM Radio: Yes
Automatic Boot: Yes
Rear Parking Camera: Yes
Parking Sensors: Yes
Rear Window Wiper: Yes
Cruise Control: Yes
Power Windows: Front & rear
Fog Lamps: Yes
Display Screen: Yes
Navigation System: Yes
Interior color: Grey
Adjustable External Mirror: Power
Type of Car: SUV
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: May
Bluetooth: Yes
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Number of Airbags: 2 airbags"
"https://www.olx.in/item/hyundai-santa-fe-2-wd-manual-2011-diesel-iid-1590381775
",Hyundai,Santa Fe,2WD MT,2011,Diesel,Manual,"100,000 km",Second,"₹ 5,40,000",Skoda Superb 2010,"Chennai Central, Chennai, Tamil Nadu","contact more details
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: White
Air Conditioning: Automatic Climate Control
USB Compatibility: Yes
Aux Compatibility: Yes
Anti Theft Device: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Parking Sensors: Yes
Flood Affected: No
Rear Window Wiper: Yes
Power Windows: Front & rear
Warranty: Yes
Vehicle Certified: Yes
Engine Capacity/Displacement (in Cc): 2000
Fog Lamps: Yes
Navigation System: Yes
Interior color: Black
Adjustable External Mirror: Power
Exchange: Yes
Type of Car: MUV
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: July
Bluetooth: Yes
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 2 airbags"
"https://www.olx.in/item/ford-figo-duratorq-diesel-exi-14-2012-diesel-iid-1591958960
",Ford,Figo,2010-2012 Diesel EXI,2012,Diesel,Manual,"73,000 km",Second,"₹ 2,55,000",Ford figo well maintain good condition,"Ram Nagar, Madurai, Tamil Nadu","Ford Figo 1.4 EXI 2012 model owner 02
Ac power steering front power window center lock touch screen system
reverse camera loan will be arranged
ADDITIONAL VEHICLE INFORMATION:
Insurance: Yes
Color: Grey
Air Conditioning: With Heater
USB Compatibility: Yes
Aux Compatibility: Yes
Anti Theft Device: Yes
Registration Place: TN
AM/FM Radio: Yes
Power Windows: Front
Fog Lamps: Yes
Display Screen: Yes
Interior color: Grey
Finance: Yes
Adjustable External Mirror: Manual
Type of Car: Hatchback
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Make Month: September
Bluetooth: Yes
Lock System: Remote Controlled Central
Number of Airbags: None"
"https://www.olx.in/item/ford-fiesta-exi-14-tdci-2006-diesel-iid-1589274007
",Ford,Fiesta,2004-2010 1.4 TDCi EXI,2006,Diesel,-1,"100,000 km",Third,"₹ 1,35,000","Ford Fiesta EXi 1.4 TDCi, 2007, Diesel","Karisalkulam, Madurai, Tamil Nadu",ADDITIONAL VEHICLE INFORMATION:
"https://www.olx.in/item/bmw-x3-alloy-wheels-available--iid-1572932966
",-1,-1,-1,-1,-1,-1,-1,-1,"₹ 66,000",Mahindra xuv500 17inches LENSO ALLOYWHEELS,"Egmore, Chennai, Tamil Nadu","// Skoda Volkswagen Bmw Audi Benz Volvo// All Original spares Used And new Available*
Contact:
SRI AUTOMOTIVE PARTS PVT LIMITED
Avinashi Road
Goldwins
Coimbatore-641014
(Near Hotel Hari Bhavanam Opp)
Our Services:
*Body parts
*Electrical parts
*Suspension parts
*Brake pads And disk
*Engine And engine parts
*Airbag
*All type of hose
*Headlights
*Crowns
*Compressor
*Alloy Wheels
~Services Also Availability
~All Original spares New and used Available
~Multi brand luxury cars service centre
~Tinker work painting Available
~Scanning and coding work Available
~24×7 Brake down service Available
~Foam water wash"
"https://www.olx.in/item/maruti-suzuki-ciaz-zeta-2017-petrol-iid-1592079504
",Maruti Suzuki,Ciaz,Zeta,2017,Petrol,Automatic,"44,100 km",First,"₹ 8,00,000",Maruti Suzuki Ciaz 2017 Petrol Top End Well Maintained,"Nungambakkam, Chennai, Tamil Nadu","Well maintained vehicle good condition
ADDITIONAL VEHICLE INFORMATION:
Color: Blue
Type of Car: Sedans
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: April"
"https://www.olx.in/item/volkswagen-jetta-2009-diesel-well-maintained-iid-1589114916
",Volkswagen,Jetta,2.0L TDI Highline AT,2009,Diesel,Automatic,"87,000 km",Third,"₹ 4,00,000","Volkswagen Jetta Comfortline 1.9 TDI Automatic, 2009, Diesel","Bhima Nagar, Tiruchirappalli, Tamil Nadu",gud looking
"https://www.olx.in/item/maruti-suzuki-ciaz-diesel-9000-kms-2017-year-iid-1233089267
",Maruti Suzuki,Ciaz,2014-2017 ZDi SHVS,2017,Diesel,Manual,"35,000 km",First,"₹ 5,95,000",Gt. Hyundai New car selling best offer price,"Annamalai Nagar, Tiruchirappalli, Tamil Nadu","Model: zdi
Reg: TN47
Owner :single
Insurance :nil"
"https://www.olx.in/item/tata-venture-71-seater-good-condition-iid-1588413521
",Tata,Venture,EX,2015,Diesel,Manual,"16,000 km",First,"₹ 2,48,000","Tata Others, 2015, Diesel","Trichy City, Tiruchirappalli, Tamil Nadu","Tata Ventre car good condition , new Tyre , chill ac , show room condition, fc insurance tax nil , intrest person chat me."
"https://www.olx.in/item/ford-figo-2013-diesel-110000-km-driven-iid-1592039329
",Ford,Figo,Duratorq EXI 1.4,2013,Diesel,Manual,"110,000 km",Second,"₹ 1,60,000",Ford Fiesta diesel 80490 Kms 2008 year,"ESI Nagar, Madurai, Tamil Nadu","No insurance
Power window
Ac
Power steering
Center lock"
"https://www.olx.in/item/volkswagen-vento-highline-diesel-2014-diesel-iid-1590683361
",Volkswagen,Vento,2010-2013 Diesel Highline,2014,Diesel,Manual,"112,000 km",Second,"₹ 4,75,000",Very well maintained Vento single owner VW,"Chennai Central, Chennai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Color: Silver
USB Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Automatic Boot: Yes
Flood Affected: No
Rear Window Wiper: Yes
Power Windows: Front & rear
Warranty: Yes
Vehicle Certified: Yes
Interior color: Beige
Finance: Yes
Adjustable External Mirror: Manual
Exchange: Yes
Type of Car: Sedans
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: July
Bluetooth: Yes
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 2 airbags"
"https://www.olx.in/item/tata-12-wheel-3118-iid-1573844600
",TATA Motors,-1,-1,2010,-1,-1,"200,000 km",-1,"₹ 5,25,000",Mahindra school bus,"Trichy City, Tiruchirappalli, Tamil Nadu","FC nil, insurance - Feb 2021 8 tyres original 4 tyres retread"
"https://www.olx.in/item/chevrolet-tavera-elite-ls-b3-10-seater-bs-iii-2008-diesel-iid-1586977335
",Chevrolet,Tavera,Tavera Elite LS - B3 10-Seater - BS III,2008,Diesel,Manual,"160,000 km",Third,"₹ 3,40,000","Toyota Qualis FS B3, 2004, Diesel","Palanganatham, Madurai, Tamil Nadu","2008 model davera 3rd owner Ls alrt Lt all good condition
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: Silver
Air Conditioning: With Heater
USB Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Flood Affected: No
Power Windows: Front
Vehicle Certified: No
Engine Capacity/Displacement (in Cc): 1900
Interior color: Grey
Exchange: Yes
Type of Car: SUV
Battery Condition: New
Insurance Type: No Insurance
Condition: New
Power steering: Yes
Make Month: August
Tyre Condition: New"
"https://www.olx.in/item/fiat-others-1994-diesel-iid-1579010539
",Fiat,Others,-1,1994,Diesel,Manual,"55,000 km",Third,"₹ 95,000",Hindustan Motors Ambassador 2010 Diesel Good Condition,"Kambarasampettai, Tiruchirappalli, Tamil Nadu","good luck good Condition
ADDITIONAL VEHICLE INFORMATION:
Tyre Condition: New
Accidental: Yes
Flood Affected: Yes
Type of Car: Sedans
Insurance Type: Comprehensive
Registration Place: TN
Vehicle Certified: Yes
Make Month: August
Service History: Available
Battery Condition: New
Color: White
Insurance: Yes
Registration Transfer: Yes
Condition: New"
"https://www.olx.in/item/maruti-suzuki-swift-vdi-abs-2009-diesel-iid-1586938023
",Maruti Suzuki,Swift,2004-2010 VDI BSIV W ABS,2009,Diesel,Manual,"90,000 km",Second,"₹ 3,25,000","Mahindra Scorpio LX BS-IV, 2006, Diesel","Periyar, Madurai, Tamil Nadu","Good condition
ADDITIONAL VEHICLE INFORMATION:
Color: Red
Air Conditioning: With Heater
USB Compatibility: Yes
Aux Compatibility: Yes
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Flood Affected: No
Power Windows: Front & rear
Type of Car: Hatchback
Insurance Type: No Insurance
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
Make Month: June
Bluetooth: Yes
Alloy Wheels: Yes"
"https://www.olx.in/item/chevrolet-enjoy-2015-model-iid-1586728447
",Chevrolet,Enjoy,2013-2015 TCDi LS 8 Seater,2015,Diesel,Manual,"115,000 km",First,"₹ 2,50,000","Tata Manza Aura (ABS), Quadrajet BS-III, 2010, Diesel","SS Colony, Madurai, Tamil Nadu","Chevrolet Enjoy 2015 Model , AC, Roof AC Power Steering , Power Window Centre Lock , Tyre 80%, 2 Year FC , 12 Months Insurance. Running 1,15,000 Kms. location . Madurai. Palnganatham . Rate : 2,80,000"
"https://www.olx.in/item/maruti-suzuki-omni-2012-lpg-300000-km-driven-iid-1588092929
",Maruti Suzuki,Omni,LPG BS-IV,2012,LPG,Manual,"30,000 km",Third,"₹ 1,75,000","Hyundai Santro Xing GLS LPG, 2010, LPG","Rajiv Gandhi Nagar, Tiruchirappalli, Tamil Nadu",Super engine good milage
"https://www.olx.in/item/tour-h1-for-sale-iid-1590611676
",Maruti Suzuki,Alto 800,Others,2020,Petrol,Manual,200 km,First,"₹ 2,95,000","Maruti Suzuki Alto 800 Vxi, 2016, Petrol","Thousand Lights, Chennai, Tamil Nadu",New Brand Car for Sale
"https://www.olx.in/item/hyundai-santro-xing-gls-2010-petrol-iid-1580405080
",Hyundai,Santro Xing,GLS,2010,Petrol,Manual,"60,000 km",First,"₹ 2,55,000","Hyundai Santro Xing GLS, 2012, Petrol","Nungambakkam, Chennai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Color: Silver
Type of Car: Hatchback
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: December"
"https://www.olx.in/item/canon-laser-printer-iid-1580092714
",-1,-1,-1,-1,-1,-1,-1,-1,"₹ 3,500",Canon laser printer,"Kunwar Singh Colony, Bokaro Steel City, Jharkhand",Running condition
"https://www.olx.in/item/exchange-available-iid-1590844140
",Skoda,Octavia,2000-2010 Rider Classic 1.9 TDI,2008,Diesel,Manual,"160,000 km",Third,"₹ 2,25,000","Ford Fiesta ZXi 1.4 TDCi, 2009, Diesel","Trichy City, Tiruchirappalli, Tamil Nadu",Car is great condition and well maintained urgent sale recently spent 50000 fully perfect condition exchange welcome
"https://www.olx.in/item/2nd-owner-fc-12-2020-audio-feeting-iid-1590614716
",Mahindra,-1,-1,2010,-1,-1,1 km,-1,"₹ 6,50,000","Recently fc done , insurance done all tyres","Park Town Kalyana Puram, Chennai, Tamil Nadu",Mahindra tourister
"https://www.olx.in/item/mitsubishi-lancer-2004-iid-1590929192
",Mitsubishi,Lancer,1.5 GLXi,2004,Petrol,Manual,"145,000 km",First,"₹ 1,60,000",Ford Fiesta diesel 80490 Kms 2008 year,"Anna Nagar, Madurai, Tamil Nadu","Single owner
Chill AC
Insurance current
Fc current
Alloy wheels
Engine In good condition"
"https://www.olx.in/item/hyundai-xcent-s-12-2014-petrol-iid-1566999592
",Hyundai,Xcent,-1,2014,Petrol,-1,"43,000 km",-1,"₹ 4,25,000","Honda Amaze 1.2 SMT I VTEC, 2014, Petrol","Nungambakkam, Chennai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Type of Car: Sedans
Registration Place: TN
Insurance Type: Comprehensive
Transmission: Manual
Make Month: June
Color: White
Condition: Used
No. of Owners: First
Variant: Xcent S 1.2"
"https://www.olx.in/item/2017-model-single-owner-iid-1590690633
",Other Brands,Others,AC,2017,Diesel,Manual,"25,000 km",First,"₹ 2,40,000",Tata Indica V2 2017 Diesel Well Maintained,"Trichy City, Tiruchirappalli, Tamil Nadu",company service.6381028 495
"https://www.olx.in/item/maruti-suzuki-swift-zdi-2014-diesel-iid-1591675501
",Maruti Suzuki,Swift,2011-2014 ZDi,2014,Diesel,Manual,"36,450 km",-1,"₹ 4,50,000","Maruti Suzuki Swift VDi, 2014, Diesel","Senthaneerpuram, Tiruchirappalli, Tamil Nadu","vehicles good condition- reference no :oeprukrwafrhamhjaxnentrgrzh1qt09
ADDITIONAL VEHICLE INFORMATION:
Color: Silver
Insurance Type: No Insurance
Make Month: July"
"https://www.olx.in/item/honda-city-2014-diesel-iid-1570871449
",Honda,City,-1,2014,Diesel,Manual,"132,411 km",-1,"₹ 4,85,000","Honda City 1.5 V Manual, 2011, Petrol","Senthaneerpuram, Tiruchirappalli, Tamil Nadu","good condition vechile- reference no :tflxnmn2yvpwtg1ddk85c0e4cfdzzz09
ADDITIONAL VEHICLE INFORMATION:
Color: Silver
Insurance Type: No Insurance
Make Month: April"
"https://www.olx.in/item/tata-indica-v2-turbo-2008y-iid-1591387535
",Tata,Indica V2 Turbo,Others,2008,Diesel,Manual,"29,000 km",Third,"₹ 1,40,000",Tata Indica Vista 2009 Diesel Well Maintained,"Thandai Periyar Nagar, Avaniapuram, Tamil Nadu","Tata indica 2008 model Third owner car is very good condition,madurai central RDO,good tyres,power window,new battery,music player ,well maintained"
"https://www.olx.in/item/ford-fiesta-titanium-diesel-2008-diesel-iid-1590367427
",Ford,Fiesta,1.5 TDCi Titanium,2008.0,Diesel,Manual,"76,000 km",First,"₹ 1,90,000","Ford Figo FIGO 1.2P TITANIUM, 2011, Diesel","Nungambakkam, Chennai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Insurance: Yes
Color: Silver
Air Conditioning: Automatic Climate Control
Aux Compatibility: Yes
Service History: Available
Anti Theft Device: Yes
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Flood Affected: No
Power Windows: Front & rear
Vehicle Certified: Yes
Engine Capacity/Displacement (in Cc): 1400.0
Fog Lamps: Yes
Adjustable External Mirror: Power
Exchange: Yes
Type of Car: Sedans
Battery Condition: New
Insurance Type: No Insurance
Condition: Used
ABS: Yes
Power steering: Yes
Adjustable Steering: Yes
Make Month: July
Bluetooth: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 2 airbags"
